Opening	28126997
人生其实很简单 / 焚心如火 / 黎明不要来 / 红尘	28138013
我是不是你最疼爱的人 / 潇洒走一回	28138019
甜言蜜语 / 愿死也为情	28138016
曾经心痛	28127000
童年	28138017
谈情说爱 / 春风秋雨 / 迷惑	28138015
珍重	28138025
一辈子温柔	28138024
祝福	28138026
Cha Cha Cha	28126995
LA ISLA BON ITA / 海旁独唱	28126996
我要	28138021
他	28138014
女人的弱点	28138008
別人的情歌	28126999
凭千个心	28138009
伤逝	28138012
秋去秋来	28138011
零时十分	28138004
分分钟需要你	28138001
我爱你	28138020
完全是你	28138018
命运我操纵	28138005
The Edge of Glory	28126998
心里的阳光	28138022
你要记住	28138006
信自己	28138023
褔气	28138002
精挑细选	28138003
情人知己 / 让我欢喜让我忧	28138010
精挑细选	317433
Macarthur Park	317443
系我心弦 My Heart Will Go On	317445
女人的弱点	317449
情人知己	317452
用心良苦	317455
酒干倘卖无	317457
我要活下去	317461
Unchained Melody	317464
River Deep Mountain High	317469
Last Dance	317471
王昭君	317473
船歌	317475
What Now My Love	317478
Chiquitita	317481
零时十分	317484
晚风	317490
千个太阳	317495
Somethin' Stupid	317497
My Way	317499
长夜 My Love Good Night	317501
零时十分	423118604
长夜 My Love Goodnight	423118605
你今天要走	423118606
只因有爱	423118607
黎明不要来	423118608
秋去秋来	423118610
难得是今晚	423118611
情人知己	423118612
福气	423118613
活过	423118614
流金岁月	423118615
谈情说爱	423118616
愿死也为情	423118617
冲动	423118619
祝福	423118618
干一杯	423118620
海旁独唱	423118621
一辈子温柔	423118622
女人的弱点	423118623
别人的情歌	423118624
完全是你	423118625
系我心弦	423118626
自强不息	423118627
美梦记心中	423118628
为何	423118629
春风秋雨	423118630
凭千个心	423118631
阿信的故事	423118632
我要活下去	423118633
真女人	423118634
珍重	423118609
系我心弦	422978009
活过	423228011
糊涂	423227016
福气	423227017
男与女	422961009
黎明不要来	423227015
在我身旁	422978007
你今天要走	25864641
女人的弱点	422961008
一辈子温柔	422978008
别人的情歌	423228013
零时十分	423228010
情人知己	423227012
秋去秋来	423227011
流金岁月	423227014
珍重	422978006
谈情说爱	422961007
自强不息	422961001
难得是今晚	423227013
红尘	423228012
愿死也为情 	422961004
晚风	423227010
祝福 	422978005
我要活下去	422961006
长夜 My Love Good Night	422961003
真女人	422961002
现实就是现实 	422961005
干一杯	25864642
Cha Cha Cha	423227018
潇洒走一回	25864640
只有一次	317633
相爱的第二天	317637
爱的可能	317641
兰花草	317642
童年	317644
不要对他说	317645
爱上一个不回家的人	317646
未来的主人翁	317647
用心良苦	317648
我是不是你最疼爱的人	317650
但是又何奈	317652
潇洒走一回	317665
离开情人的日子	317669
明月心	317671
永远	317675
选择	317686
我的爱对你说	317689
真心真意过一生	317691
女人的眼泪	317696
重逢	317700
曾经心疼	317702
等爱的女人	317707
我的爱和别人一样	317708
不了情	317710
朋友	317712
哭砂	317719
Over The Rainbow	317721
谈情说爱	317723
伤逝	317885
华丽缘	317886
你听到了没有	317887
坚强	317888
渡假	317891
新生命	317893
最难唱的情歌	317895
心水清	317897
我有两只肩膀	317899
200度	317788
Cha Cha Cha	317791
海旁独唱	317794
干一杯	317797
冲动	317800
美梦记心中	317803
从头开始	317806
命运我操纵	317809
心里的阳光	317811
信自己	317813
快一些	317815
潇洒走一回	317817
真女人	317819
走火入魔	317821
别人的情歌	317824
深呼吸	317827
难得是今晚	317830
零时十分	317833
长夜 My Love Good Night	317836
愿死也为情	317839
女人的弱点	317841
甜言蜜语	317847
祝福	317850
黎明不要来	317852
珍重	317854
秋去秋来	317859
春风秋雨	317862
曾经心痛	317865
情人知己	317868
一辈子温柔	317871
你今天要走	317874
女人的眼泪	317877
红尘	400162309
黎明不要来	400161333
零时十分	400162310
你今天要走	400161334
女人的弱点	400161335
情人知己	400162311
秋去秋来	400162312
谈情说爱	400161336
晚风	400162313
系我心弦	400161337
潇洒走一回	400162314
信自己	400161338
愿死也为情	400162315
