"爱是人类曾蜕去的尾巴"	96841034
"小乖啊"	92333558
"暖暖的左小姐"	89794008
"熬夜冠军4AM"	86809909
"水镜"	85992979
"梅裳"	85009879
"不完美主义"	84072445
"初来人间"	83508569
"你出现慌乱的人海间"	81699042
"Lonely"	81049784
"你/ You"	80559734
"Good night"	80686457
"可我还是相信爱啊"	80116853
"安心"	79832568
"瞬间爱恋"	79832566
"Yes or no"	79832558
"六月夏"	79488267
"一首情歌的时间"	78845761
"风吹风铃我想你"	78826028
"一起筑的梦"	78200825
"只为遇见你 电视剧原声带"	75741523
"冲出车厢的女孩"	75653680
"见习魔女"	74632534
"我要的精彩"	73877132
"嗜睡症"	72977314
"桔梗花"	72193293
"相遇的秘密"	71883111
"FLY"	39286287
"印子月歌曲集"	38076232
"只好"	36835127
"安可"	36290033
"跷跷板"	35911044
"LUNA"	35622535
"终极信仰"	35347269
"冷风里"	34985459
"我会好好的"	34555306
"臆想"	3261003
"你只是不够爱我"	3111485
"别说想我"	3056209
"认真的孩子气"	3056208
"爱若离"	3056206
