秘境	1470648643
各就各位	1400895153
各就各位 - 伴奏	1400891822
待机的主角	1394203435
大买卖	1350597940
别用你的蓝色骗我	1378254914
坏牙	1378254950
我后面的座位	1378260354
漱口水	1378260353
防狐喷雾	1378260390
坏牙	1369097357
黑猫 现场版	1366676495
与生俱来	529823847
自由的种子还有一半	547976105
丑脸	541492373
马戏人	543988816
悲伤的歌要快乐的唱	545590532
自由的种子还有一半	1350733228
悲伤的歌要快乐的唱	1350748558
马戏人	1350655441
丑脸	1350646944
与生俱来	1350611454
一次熬呕味脑	41652659
Goodbye Sadness（翻自 大粉乐队） 	1407424584
另一个自己	41640630
筋疲力尽	41652654
Ooh Ooh Love	41652655
黑猫	41652656
远去	41652657
你	41652658
嘿 宝贝	416388791
对自己说	416388794
回家的路	416388795
Up To You	416388796
就在你身边	416388797
